Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
2,0,1,5,60.18,4,12.036,252.756,2,240.72,4.761904762,12.036,9.4
0,1,0,1,15.69,3,2.3535,49.4235,2,47.07,4.761904762,2.3535,5.8
1,1,0,1,99.69,1,4.9845,104.6745,2,99.69,4.761904762,4.9845,8
0,0,0,5,88.15,3,13.2225,277.6725,0,264.45,4.761904762,13.2225,7.9
0,0,0,3,27.93,5,6.9825,146.6325,1,139.65,4.761904762,6.9825,5.9
0,0,1,5,55.45,1,2.7725,58.2225,2,55.45,4.761904762,2.7725,4.9
2,1,0,3,42.97,3,6.4455,135.3555,1,128.91,4.761904762,6.4455,9.3
1,0,1,3,17.14,7,5.999,125.979,2,119.98,4.761904762,5.999,7.9
2,0,0,5,58.75,6,17.625,370.125,2,352.5,4.761904762,17.625,5.9
1,0,0,4,87.1,10,43.55,914.55,2,871,4.761904762,43.55,9.9
1,1,0,3,98.8,2,9.88,207.48,1,197.6,4.761904762,9.88,7.7
0,1,0,5,48.63,4,9.726,204.246,0,194.52,4.761904762,9.726,7.6
2,0,1,4,57.74,3,8.661,181.881,0,173.22,4.761904762,8.661,7.7
2,1,0,0,17.97,4,3.594,75.474,0,71.88,4.761904762,3.594,6.4
1,0,0,0,47.71,6,14.313,300.573,0,286.26,4.761904762,14.313,4.4
2,1,0,3,40.62,2,4.062,85.302,2,81.24,4.761904762,4.062,4.1
0,0,1,5,56.04,10,28.02,588.42,0,560.4,4.761904762,28.02,4.4
2,0,1,4,93.4,2,9.34,196.14,1,186.8,4.761904762,9.34,5.5
2,1,0,0,73.41,3,11.0115,231.2415,0,220.23,4.761904762,11.0115,4
1,1,1,0,33.64,8,13.456,282.576,2,269.12,4.761904762,13.456,9.3
0,1,0,1,45.48,10,22.74,477.54,2,454.8,4.761904762,22.74,4.8
2,0,1,5,83.77,2,8.377,175.917,1,167.54,4.761904762,8.377,4.6
2,0,0,3,64.08,7,22.428,470.988,2,448.56,4.761904762,22.428,7.3
0,0,0,4,73.47,4,14.694,308.574,1,293.88,4.761904762,14.694,6
1,1,1,0,58.95,10,29.475,618.975,0,589.5,4.761904762,29.475,8.1
0,0,1,4,48.5,6,14.55,305.55,0,291,4.761904762,14.55,9.4
2,0,0,1,39.48,1,1.974,41.454,1,39.48,4.761904762,1.974,6.5
2,1,0,3,34.81,1,1.7405,36.5505,2,34.81,4.761904762,1.7405,7
1,1,0,5,49.32,6,14.796,310.716,0,295.92,4.761904762,14.796,7.1
0,0,1,5,21.48,2,2.148,45.108,0,42.96,4.761904762,2.148,6.6
2,0,0,3,23.08,6,6.924,145.404,0,138.48,4.761904762,6.924,4.9
2,0,0,2,49.1,2,4.91,103.11,2,98.2,4.761904762,4.91,6.4
2,0,0,3,64.83,2,6.483,136.143,2,129.66,4.761904762,6.483,8
0,0,1,2,63.56,10,31.78,667.38,1,635.6,4.761904762,31.78,4.3
1,0,1,3,72.88,2,7.288,153.048,1,145.76,4.761904762,7.288,6.1
0,1,0,4,67.1,3,10.065,211.365,1,201.3,4.761904762,10.065,7.5
1,0,0,3,70.19,9,31.5855,663.2955,1,631.71,4.761904762,31.5855,6.7
1,0,1,4,55.04,7,19.264,404.544,0,385.28,4.761904762,19.264,5.2
0,0,1,0,48.63,10,24.315,510.615,1,486.3,4.761904762,24.315,8.8
1,0,0,5,73.38,7,25.683,539.343,1,513.66,4.761904762,25.683,9.5
1,1,0,4,52.6,9,23.67,497.07,1,473.4,4.761904762,23.67,7.6
0,0,0,2,87.37,5,21.8425,458.6925,1,436.85,4.761904762,21.8425,6.6
0,0,0,3,27.04,4,5.408,113.568,0,108.16,4.761904762,5.408,6.9
2,1,1,2,62.19,4,12.438,261.198,0,248.76,4.761904762,12.438,4.3
0,0,1,1,69.58,9,31.311,657.531,2,626.22,4.761904762,31.311,7.8
1,1,1,2,97.5,10,48.75,1023.75,0,975,4.761904762,48.75,8
1,1,0,5,60.41,8,24.164,507.444,0,483.28,4.761904762,24.164,9.6
2,1,1,4,32.32,3,4.848,101.808,2,96.96,4.761904762,4.848,4.3
2,0,0,5,19.77,10,9.885,207.585,2,197.7,4.761904762,9.885,5
2,0,1,0,80.47,9,36.2115,760.4415,1,724.23,4.761904762,36.2115,9.2
2,0,0,2,88.39,9,39.7755,835.2855,1,795.51,4.761904762,39.7755,6.3
2,1,1,0,71.77,7,25.1195,527.5095,1,502.39,4.761904762,25.1195,8.9
2,1,0,1,43,4,8.6,180.6,0,172,4.761904762,8.6,7.6
1,0,1,4,68.98,1,3.449,72.429,1,68.98,4.761904762,3.449,4.8
1,1,1,5,15.62,8,6.248,131.208,0,124.96,4.761904762,6.248,9.1
0,1,1,3,25.7,3,3.855,80.955,0,77.1,4.761904762,3.855,6.1
0,0,1,4,80.62,6,24.186,507.906,1,483.72,4.761904762,24.186,9.1
1,0,0,2,75.53,4,15.106,317.226,0,302.12,4.761904762,15.106,8.3
1,1,0,1,77.63,9,34.9335,733.6035,0,698.67,4.761904762,34.9335,7.2
1,1,0,0,13.85,9,6.2325,130.8825,0,124.65,4.761904762,6.2325,6
1,0,1,5,98.7,8,39.48,829.08,0,789.6,4.761904762,39.48,8.5
0,1,0,0,35.68,5,8.92,187.32,2,178.4,4.761904762,8.92,6.6
0,0,0,5,71.46,7,25.011,525.231,0,500.22,4.761904762,25.011,4.5
0,0,1,1,11.94,3,1.791,37.611,2,35.82,4.761904762,1.791,8.1
0,1,1,5,45.38,3,6.807,142.947,2,136.14,4.761904762,6.807,7.2
2,0,0,5,17.48,6,5.244,110.124,2,104.88,4.761904762,5.244,6.1
2,1,0,5,25.56,7,8.946,187.866,1,178.92,4.761904762,8.946,7.1
1,0,0,3,90.63,9,40.7835,856.4535,1,815.67,4.761904762,40.7835,5.1
2,1,1,2,44.12,3,6.618,138.978,2,132.36,4.761904762,6.618,7.9
1,0,0,4,36.77,7,12.8695,270.2595,1,257.39,4.761904762,12.8695,7.4
2,0,1,4,23.34,4,4.668,98.028,0,93.36,4.761904762,4.668,7.4
1,0,0,0,28.5,8,11.4,239.4,1,228,4.761904762,11.4,6.6
1,0,1,2,55.57,3,8.3355,175.0455,2,166.71,4.761904762,8.3355,5.9
2,1,1,3,69.74,10,34.87,732.27,2,697.4,4.761904762,34.87,8.9
1,1,1,5,97.26,4,19.452,408.492,0,389.04,4.761904762,19.452,6.8
2,0,0,2,52.18,7,18.263,383.523,1,365.26,4.761904762,18.263,9.3
0,0,0,5,22.32,4,4.464,93.744,2,89.28,4.761904762,4.464,4.4
0,1,1,0,56,3,8.4,176.4,0,168,4.761904762,8.4,4.8
0,0,1,5,19.7,1,0.985,20.685,0,19.7,4.761904762,0.985,9.5
2,1,1,1,75.88,7,26.558,557.718,0,531.16,4.761904762,26.558,8.9
2,0,1,4,53.72,1,2.686,56.406,0,53.72,4.761904762,2.686,6.4
1,0,1,0,81.95,10,40.975,860.475,2,819.5,4.761904762,40.975,6
1,0,0,2,81.2,7,28.42,596.82,2,568.4,4.761904762,28.42,8.1
1,1,1,1,58.76,10,29.38,616.98,0,587.6,4.761904762,29.38,9
2,0,1,1,91.56,8,36.624,769.104,0,732.48,4.761904762,36.624,6
0,1,1,2,93.96,9,42.282,887.922,1,845.64,4.761904762,42.282,9.8
1,1,1,2,55.61,7,19.4635,408.7335,1,389.27,4.761904762,19.4635,8.5
1,1,1,4,84.83,1,4.2415,89.0715,0,84.83,4.761904762,4.2415,8.8
0,0,0,3,71.63,2,7.163,150.423,0,143.26,4.761904762,7.163,8.8
0,0,1,2,37.69,2,3.769,79.149,0,75.38,4.761904762,3.769,9.5
1,0,0,3,31.67,8,12.668,266.028,2,253.36,4.761904762,12.668,5.6
1,0,0,4,38.42,1,1.921,40.341,1,38.42,4.761904762,1.921,8.6
2,0,1,5,65.23,10,32.615,684.915,2,652.3,4.761904762,32.615,5.2
1,0,0,2,10.53,5,2.6325,55.2825,2,52.65,4.761904762,2.6325,5.8
2,0,0,2,12.29,9,5.5305,116.1405,2,110.61,4.761904762,5.5305,8
1,0,1,0,81.23,7,28.4305,597.0405,1,568.61,4.761904762,28.4305,9
2,0,0,5,22.32,4,4.464,93.744,0,89.28,4.761904762,4.464,4.1
0,1,0,4,27.28,5,6.82,143.22,2,136.4,4.761904762,6.82,8.6
0,0,0,1,17.42,10,8.71,182.91,0,174.2,4.761904762,8.71,7
2,1,1,2,73.28,5,18.32,384.72,0,366.4,4.761904762,18.32,8.4
1,0,0,5,84.87,3,12.7305,267.3405,0,254.61,4.761904762,12.7305,7.4
0,1,0,5,97.29,8,38.916,817.236,2,778.32,4.761904762,38.916,6.2
2,0,0,1,35.74,8,14.296,300.216,0,285.92,4.761904762,14.296,4.9
0,1,0,2,96.52,6,28.956,608.076,1,579.12,4.761904762,28.956,4.5
0,0,1,4,18.85,10,9.425,197.925,0,188.5,4.761904762,9.425,5.6
0,1,0,4,55.39,4,11.078,232.638,0,221.56,4.761904762,11.078,8
2,0,0,4,77.2,10,38.6,810.6,2,772,4.761904762,38.6,5.6
2,1,1,1,72.13,10,36.065,757.365,2,721.3,4.761904762,36.065,4.2
0,0,0,5,63.88,8,25.552,536.592,0,511.04,4.761904762,25.552,9.9
0,0,0,0,10.69,5,2.6725,56.1225,0,53.45,4.761904762,2.6725,7.6
0,0,1,0,55.5,4,11.1,233.1,2,222,4.761904762,11.1,6.6
2,1,0,2,95.46,8,38.184,801.864,0,763.68,4.761904762,38.184,4.7
1,1,0,5,76.06,3,11.409,239.589,2,228.18,4.761904762,11.409,9.8
2,1,1,3,13.69,6,4.107,86.247,1,82.14,4.761904762,4.107,6.3
2,1,0,1,95.64,4,19.128,401.688,1,382.56,4.761904762,19.128,7.9
0,1,0,2,11.43,6,3.429,72.009,1,68.58,4.761904762,3.429,7.7
2,0,0,3,95.54,4,19.108,401.268,0,382.16,4.761904762,19.108,4.5
1,0,0,0,85.87,7,30.0545,631.1445,2,601.09,4.761904762,30.0545,8
1,0,0,3,67.99,7,23.7965,499.7265,0,475.93,4.761904762,23.7965,5.7
1,1,0,4,52.42,1,2.621,55.041,2,52.42,4.761904762,2.621,6.3
1,0,1,4,65.65,2,6.565,137.865,1,131.3,4.761904762,6.565,6
2,1,0,4,28.86,5,7.215,151.515,2,144.3,4.761904762,7.215,8
1,0,1,0,65.31,7,22.8585,480.0285,2,457.17,4.761904762,22.8585,4.2
2,1,1,3,93.38,1,4.669,98.049,1,93.38,4.761904762,4.669,9.6
1,0,1,3,25.25,5,6.3125,132.5625,1,126.25,4.761904762,6.3125,6.1
2,0,1,1,87.87,9,39.5415,830.3715,0,790.83,4.761904762,39.5415,5.6
1,1,1,0,21.8,8,8.72,183.12,1,174.4,4.761904762,8.72,8.3
0,1,0,3,94.76,4,18.952,397.992,0,379.04,4.761904762,18.952,7.8
0,0,0,5,30.62,1,1.531,32.151,2,30.62,4.761904762,1.531,4.1
1,1,0,2,44.01,8,17.604,369.684,1,352.08,4.761904762,17.604,8.8
1,0,0,0,10.16,5,2.54,53.34,0,50.8,4.761904762,2.54,4.1
0,1,1,1,74.58,7,26.103,548.163,2,522.06,4.761904762,26.103,9
1,1,1,1,71.89,8,28.756,603.876,0,575.12,4.761904762,28.756,5.5
1,1,0,0,10.99,5,2.7475,57.6975,2,54.95,4.761904762,2.7475,9.3
1,0,1,0,60.47,3,9.0705,190.4805,2,181.41,4.761904762,9.0705,5.6
0,1,1,3,58.91,7,20.6185,432.9885,0,412.37,4.761904762,20.6185,9.7
0,1,1,5,46.41,1,2.3205,48.7305,2,46.41,4.761904762,2.3205,4
1,0,1,0,68.55,4,13.71,287.91,2,274.2,4.761904762,13.71,9.2
2,1,0,2,97.37,10,48.685,1022.385,2,973.7,4.761904762,48.685,4.9
0,0,1,1,92.6,7,32.41,680.61,2,648.2,4.761904762,32.41,9.3
0,1,0,1,46.61,2,4.661,97.881,2,93.22,4.761904762,4.661,6.6
2,1,1,5,27.18,2,2.718,57.078,0,54.36,4.761904762,2.718,4.3
1,0,0,2,60.87,1,3.0435,63.9135,1,60.87,4.761904762,3.0435,5.5
0,0,0,3,24.49,10,12.245,257.145,1,244.9,4.761904762,12.245,8.1
2,1,1,0,92.78,1,4.639,97.419,2,92.78,4.761904762,4.639,9.8
1,0,1,2,86.69,5,21.6725,455.1225,0,433.45,4.761904762,21.6725,9.4
2,1,1,3,23.01,6,6.903,144.963,0,138.06,4.761904762,6.903,7.9
1,0,0,1,30.2,8,12.08,253.68,0,241.6,4.761904762,12.08,5.1
1,0,1,5,67.39,7,23.5865,495.3165,0,471.73,4.761904762,23.5865,6.9
0,0,0,5,48.96,9,22.032,462.672,1,440.64,4.761904762,22.032,8
2,0,0,1,75.59,9,34.0155,714.3255,1,680.31,4.761904762,34.0155,8
0,1,0,2,77.47,4,15.494,325.374,1,309.88,4.761904762,15.494,4.2
0,1,0,3,93.18,2,9.318,195.678,2,186.36,4.761904762,9.318,8.5
0,1,0,1,50.23,4,10.046,210.966,1,200.92,4.761904762,10.046,9
2,1,0,0,17.75,1,0.8875,18.6375,1,17.75,4.761904762,0.8875,8.6
1,1,0,5,62.18,10,31.09,652.89,0,621.8,4.761904762,31.09,6
2,1,1,0,10.75,8,4.3,90.3,0,86,4.761904762,4.3,6.2
0,1,0,1,40.26,10,20.13,422.73,2,402.6,4.761904762,20.13,5
1,0,0,3,64.97,5,16.2425,341.0925,2,324.85,4.761904762,16.2425,6.5
0,1,1,1,95.15,1,4.7575,99.9075,1,95.15,4.761904762,4.7575,6
0,0,0,1,48.62,8,19.448,408.408,1,388.96,4.761904762,19.448,5
2,1,0,4,53.21,8,21.284,446.964,0,425.68,4.761904762,21.284,5
1,1,0,5,45.44,7,15.904,333.984,1,318.08,4.761904762,15.904,9.2
0,1,1,4,33.88,8,13.552,284.592,0,271.04,4.761904762,13.552,9.6
2,0,1,0,96.16,4,19.232,403.872,2,384.64,4.761904762,19.232,8.4
2,0,1,4,47.16,5,11.79,247.59,2,235.8,4.761904762,11.79,6
2,1,1,1,52.89,4,10.578,222.138,0,211.56,4.761904762,10.578,6.7
0,0,0,2,47.68,2,4.768,100.128,2,95.36,4.761904762,4.768,4.1
1,0,1,3,10.17,1,0.5085,10.6785,1,10.17,4.761904762,0.5085,5.9
0,1,0,0,68.71,3,10.3065,216.4365,1,206.13,4.761904762,10.3065,8.7
2,0,0,3,60.08,7,21.028,441.588,2,420.56,4.761904762,21.028,4.5
0,0,0,3,22.01,4,4.402,92.442,2,88.04,4.761904762,4.402,6.6
2,0,0,0,72.11,9,32.4495,681.4395,2,648.99,4.761904762,32.4495,7.7
0,0,1,5,41.28,3,6.192,130.032,2,123.84,4.761904762,6.192,8.5
1,1,1,1,64.95,10,32.475,681.975,1,649.5,4.761904762,32.475,5.2
0,0,0,1,74.22,10,37.11,779.31,2,742.2,4.761904762,37.11,4.3
0,1,1,1,10.56,8,4.224,88.704,1,84.48,4.761904762,4.224,7.6
2,1,1,0,62.57,4,12.514,262.794,1,250.28,4.761904762,12.514,9.5
2,0,0,3,11.85,8,4.74,99.54,1,94.8,4.761904762,4.74,4.1
0,0,1,0,91.3,1,4.565,95.865,0,91.3,4.761904762,4.565,9.2
2,0,0,2,40.73,7,14.2555,299.3655,0,285.11,4.761904762,14.2555,5.4
0,1,1,5,52.38,1,2.619,54.999,1,52.38,4.761904762,2.619,5.8
0,0,1,5,38.54,5,9.635,202.335,0,192.7,4.761904762,9.635,5.6
2,1,1,3,44.63,6,13.389,281.169,2,267.78,4.761904762,13.389,5.1
1,1,1,1,55.87,10,27.935,586.635,1,558.7,4.761904762,27.935,5.8
1,0,0,3,29.22,6,8.766,184.086,0,175.32,4.761904762,8.766,5
0,1,1,5,51.94,3,7.791,163.611,1,155.82,4.761904762,7.791,7.9
2,1,1,1,60.3,1,3.015,63.315,1,60.3,4.761904762,3.015,6
0,0,0,3,39.47,2,3.947,82.887,2,78.94,4.761904762,3.947,5
1,0,0,4,14.87,2,1.487,31.227,2,29.74,4.761904762,1.487,8.9
0,1,1,5,21.32,1,1.066,22.386,1,21.32,4.761904762,1.066,5.9
0,0,1,1,93.78,3,14.067,295.407,2,281.34,4.761904762,14.067,5.9
0,0,1,1,73.26,1,3.663,76.923,0,73.26,4.761904762,3.663,9.7
1,1,0,3,22.38,1,1.119,23.499,2,22.38,4.761904762,1.119,8.6
1,0,0,4,72.88,9,32.796,688.716,1,655.92,4.761904762,32.796,4
0,1,0,5,99.1,6,29.73,624.33,1,594.6,4.761904762,29.73,4.2
0,1,1,5,74.1,1,3.705,77.805,1,74.1,4.761904762,3.705,9.2
0,1,0,5,98.48,2,9.848,206.808,0,196.96,4.761904762,9.848,9.2
1,1,1,0,53.19,7,18.6165,390.9465,0,372.33,4.761904762,18.6165,5
2,1,0,1,52.79,10,26.395,554.295,0,527.9,4.761904762,26.395,10
0,0,0,0,95.95,5,23.9875,503.7375,0,479.75,4.761904762,23.9875,8.8
2,1,0,5,36.51,9,16.4295,345.0195,1,328.59,4.761904762,16.4295,4.2
2,1,1,4,21.12,8,8.448,177.408,1,168.96,4.761904762,8.448,6.3
0,0,0,2,28.31,4,5.662,118.902,1,113.24,4.761904762,5.662,8.2
2,1,1,0,57.59,6,17.277,362.817,1,345.54,4.761904762,17.277,5.1
0,0,0,4,47.63,9,21.4335,450.1035,1,428.67,4.761904762,21.4335,5
1,0,0,2,86.27,1,4.3135,90.5835,0,86.27,4.761904762,4.3135,7
0,0,1,3,12.76,2,1.276,26.796,0,25.52,4.761904762,1.276,7.8
2,1,0,2,11.28,9,5.076,106.596,2,101.52,4.761904762,5.076,4.3
2,1,0,2,51.07,7,17.8745,375.3645,1,357.49,4.761904762,17.8745,7
0,0,0,1,79.59,3,11.9385,250.7085,1,238.77,4.761904762,11.9385,6.6
1,0,1,0,33.81,3,5.0715,106.5015,0,101.43,4.761904762,5.0715,7.3
2,0,1,3,90.53,8,36.212,760.452,2,724.24,4.761904762,36.212,6.5
1,0,0,0,62.82,2,6.282,131.922,0,125.64,4.761904762,6.282,4.9
1,0,1,4,24.31,3,3.6465,76.5765,2,72.93,4.761904762,3.6465,4.3
0,1,1,3,64.59,4,12.918,271.278,0,258.36,4.761904762,12.918,9.3
0,0,1,4,24.82,7,8.687,182.427,2,173.74,4.761904762,8.687,7.1
1,1,1,5,56.5,1,2.825,59.325,0,56.5,4.761904762,2.825,9.6
2,0,0,1,21.43,10,10.715,225.015,1,214.3,4.761904762,10.715,6.2
0,0,1,3,89.06,6,26.718,561.078,1,534.36,4.761904762,26.718,9.9
0,0,1,2,23.29,4,4.658,97.818,2,93.16,4.761904762,4.658,5.9
1,1,1,2,65.26,8,26.104,548.184,0,522.08,4.761904762,26.104,6.3
1,0,1,5,52.35,1,2.6175,54.9675,1,52.35,4.761904762,2.6175,4
2,0,1,1,39.75,1,1.9875,41.7375,1,39.75,4.761904762,1.9875,6.1
0,1,0,1,90.02,8,36.008,756.168,2,720.16,4.761904762,36.008,4.5
2,0,0,1,12.1,8,4.84,101.64,0,96.8,4.761904762,4.84,8.6
2,0,0,4,33.21,10,16.605,348.705,0,332.1,4.761904762,16.605,6
1,0,0,5,10.18,8,4.072,85.512,2,81.44,4.761904762,4.072,9.5
2,0,1,3,31.99,10,15.995,335.895,2,319.9,4.761904762,15.995,9.9
0,0,0,2,34.42,6,10.326,216.846,0,206.52,4.761904762,10.326,7.5
0,0,0,4,83.34,2,8.334,175.014,1,166.68,4.761904762,8.334,7.6
0,1,1,3,45.58,7,15.953,335.013,1,319.06,4.761904762,15.953,5
0,0,1,4,87.9,1,4.395,92.295,0,87.9,4.761904762,4.395,6.7
0,0,0,1,73.47,10,36.735,771.435,0,734.7,4.761904762,36.735,9.5
1,1,0,5,12.19,8,4.876,102.396,0,97.52,4.761904762,4.876,6.8
0,0,1,3,76.92,10,38.46,807.66,0,769.2,4.761904762,38.46,5.6
1,1,0,0,83.66,5,20.915,439.215,1,418.3,4.761904762,20.915,7.2
2,1,0,1,57.91,8,23.164,486.444,1,463.28,4.761904762,23.164,8.1
1,0,0,5,92.49,5,23.1225,485.5725,2,462.45,4.761904762,23.1225,8.6
2,1,1,1,28.38,5,7.095,148.995,1,141.9,4.761904762,7.095,9.4
2,0,1,1,50.45,6,15.135,317.835,2,302.7,4.761904762,15.135,8.9
2,1,1,0,99.16,8,39.664,832.944,2,793.28,4.761904762,39.664,4.2
1,1,1,5,60.74,7,21.259,446.439,0,425.18,4.761904762,21.259,5
1,0,0,4,47.27,6,14.181,297.801,1,283.62,4.761904762,14.181,8.8
1,0,1,0,85.6,7,29.96,629.16,1,599.2,4.761904762,29.96,5.3
0,0,1,4,35.04,9,15.768,331.128,0,315.36,4.761904762,15.768,4.6
1,0,0,1,44.84,9,20.178,423.738,2,403.56,4.761904762,20.178,7.5
2,1,1,2,45.97,4,9.194,193.074,0,183.88,4.761904762,9.194,5.1
0,0,0,0,27.73,5,6.9325,145.5825,2,138.65,4.761904762,6.9325,4.2
0,1,1,4,11.53,7,4.0355,84.7455,1,80.71,4.761904762,4.0355,8.1
1,1,0,0,58.32,2,5.832,122.472,0,116.64,4.761904762,5.832,6
1,0,0,2,78.38,4,15.676,329.196,1,313.52,4.761904762,15.676,7.9
1,1,1,0,84.61,10,42.305,888.405,2,846.1,4.761904762,42.305,8.8
2,1,0,0,82.88,5,20.72,435.12,2,414.4,4.761904762,20.72,6.6
0,0,0,4,79.54,2,7.954,167.034,0,159.08,4.761904762,7.954,6.2
2,1,0,2,49.01,10,24.505,514.605,2,490.1,4.761904762,24.505,4.2
2,0,0,4,29.15,3,4.3725,91.8225,2,87.45,4.761904762,4.3725,7.3
1,1,0,1,56.13,4,11.226,235.746,0,224.52,4.761904762,11.226,8.6
0,1,0,2,93.12,8,37.248,782.208,1,744.96,4.761904762,37.248,6.8
0,0,1,5,51.34,8,20.536,431.256,0,410.72,4.761904762,20.536,7.6
0,0,0,4,99.6,3,14.94,313.74,1,298.8,4.761904762,14.94,5.8
1,1,0,1,35.49,6,10.647,223.587,1,212.94,4.761904762,10.647,4.1
1,0,1,3,42.85,1,2.1425,44.9925,2,42.85,4.761904762,2.1425,9.3
0,1,0,5,94.67,4,18.934,397.614,1,378.68,4.761904762,18.934,6.8
2,1,1,2,68.97,3,10.3455,217.2555,0,206.91,4.761904762,10.3455,8.7
2,0,0,1,26.26,3,3.939,82.719,0,78.78,4.761904762,3.939,6.3
1,0,0,2,35.79,9,16.1055,338.2155,2,322.11,4.761904762,16.1055,5.1
2,1,0,2,16.37,6,4.911,103.131,1,98.22,4.761904762,4.911,7
1,0,0,2,12.73,2,1.273,26.733,2,25.46,4.761904762,1.273,5.2
1,1,0,3,83.14,7,29.099,611.079,2,581.98,4.761904762,29.099,6.6
1,0,0,3,35.22,6,10.566,221.886,0,211.32,4.761904762,10.566,6.5
2,1,0,1,13.78,4,2.756,57.876,0,55.12,4.761904762,2.756,9
2,0,1,3,88.31,1,4.4155,92.7255,2,88.31,4.761904762,4.4155,5.2
0,0,0,0,39.62,9,17.829,374.409,2,356.58,4.761904762,17.829,6.8
2,1,0,1,88.25,9,39.7125,833.9625,2,794.25,4.761904762,39.7125,7.6
2,1,1,3,25.31,2,2.531,53.151,0,50.62,4.761904762,2.531,7.2
2,1,1,2,99.92,6,29.976,629.496,0,599.52,4.761904762,29.976,7.1
1,0,0,5,83.35,2,8.335,175.035,2,166.7,4.761904762,8.335,9.5
0,1,0,4,74.44,10,37.22,781.62,0,744.4,4.761904762,37.22,5.1
1,1,1,0,64.08,7,22.428,470.988,0,448.56,4.761904762,22.428,7.6
2,1,0,2,63.15,6,18.945,397.845,0,378.9,4.761904762,18.945,9.8
1,0,1,2,85.72,3,12.858,270.018,0,257.16,4.761904762,12.858,5.1
1,1,0,0,78.89,7,27.6115,579.8415,0,552.23,4.761904762,27.6115,7.5
0,1,0,3,89.48,5,22.37,469.77,1,447.4,4.761904762,22.37,7.4
0,0,0,0,92.09,3,13.8135,290.0835,1,276.27,4.761904762,13.8135,4.2
1,1,0,4,57.29,6,17.187,360.927,0,343.74,4.761904762,17.187,5.9
0,1,1,4,66.52,4,13.304,279.384,0,266.08,4.761904762,13.304,6.9
1,0,1,5,99.82,9,44.919,943.299,1,898.38,4.761904762,44.919,6.6
0,1,0,2,45.68,10,22.84,479.64,0,456.8,4.761904762,22.84,5.7
0,1,1,0,50.79,5,12.6975,266.6475,2,253.95,4.761904762,12.6975,5.3
0,0,1,0,10.08,7,3.528,74.088,1,70.56,4.761904762,3.528,4.2
0,1,0,1,93.88,7,32.858,690.018,2,657.16,4.761904762,32.858,7.3
1,0,1,1,84.25,2,8.425,176.925,2,168.5,4.761904762,8.425,5.3
2,0,1,5,53.78,1,2.689,56.469,0,53.78,4.761904762,2.689,4.7
1,0,1,2,35.81,5,8.9525,188.0025,0,179.05,4.761904762,8.9525,7.9
2,1,0,4,26.43,8,10.572,222.012,0,211.44,4.761904762,10.572,8.9
2,0,1,0,39.91,3,5.9865,125.7165,0,119.73,4.761904762,5.9865,9.3
2,0,0,2,21.9,3,3.285,68.985,0,65.7,4.761904762,3.285,4.7
2,0,0,4,62.85,4,12.57,263.97,0,251.4,4.761904762,12.57,8.7
1,0,0,4,21.04,4,4.208,88.368,1,84.16,4.761904762,4.208,7.6
2,0,1,2,65.91,6,19.773,415.233,1,395.46,4.761904762,19.773,5.7
0,1,0,5,42.57,7,14.8995,312.8895,1,297.99,4.761904762,14.8995,6.8
1,0,1,4,50.49,9,22.7205,477.1305,1,454.41,4.761904762,22.7205,5.4
2,1,1,1,46.02,6,13.806,289.926,1,276.12,4.761904762,13.806,7.1
1,1,0,2,15.8,10,7.9,165.9,1,158,4.761904762,7.9,7.8
0,0,0,4,98.66,9,44.397,932.337,1,887.94,4.761904762,44.397,8.4
1,0,1,5,91.98,1,4.599,96.579,1,91.98,4.761904762,4.599,9.8
0,0,1,1,20.89,2,2.089,43.869,1,41.78,4.761904762,2.089,9.8
0,1,0,5,15.5,1,0.775,16.275,2,15.5,4.761904762,0.775,7.4
1,0,1,1,96.82,3,14.523,304.983,1,290.46,4.761904762,14.523,6.7
2,1,1,4,33.33,2,3.333,69.993,2,66.66,4.761904762,3.333,6.4
2,1,0,1,38.27,2,3.827,80.367,2,76.54,4.761904762,3.827,5.8
0,1,0,2,33.3,9,14.985,314.685,0,299.7,4.761904762,14.985,7.2
0,0,1,2,81.01,3,12.1515,255.1815,2,243.03,4.761904762,12.1515,9.3
0,1,0,0,15.8,3,2.37,49.77,1,47.4,4.761904762,2.37,9.5
2,0,0,1,34.49,5,8.6225,181.0725,2,172.45,4.761904762,8.6225,9
2,0,0,4,84.63,10,42.315,888.615,2,846.3,4.761904762,42.315,9
2,0,1,2,36.91,7,12.9185,271.2885,0,258.37,4.761904762,12.9185,6.7
2,1,1,1,87.08,7,30.478,640.038,1,609.56,4.761904762,30.478,5.5
0,1,1,2,80.08,3,12.012,252.252,1,240.24,4.761904762,12.012,5.4
1,1,1,5,86.13,2,8.613,180.873,1,172.26,4.761904762,8.613,8.2
2,0,1,5,49.92,2,4.992,104.832,2,99.84,4.761904762,4.992,7
0,1,0,4,74.66,4,14.932,313.572,1,298.64,4.761904762,14.932,8.5
2,0,1,4,26.6,6,7.98,167.58,0,159.6,4.761904762,7.98,4.9
2,1,0,1,25.45,1,1.2725,26.7225,2,25.45,4.761904762,1.2725,5.1
2,1,0,4,67.77,1,3.3885,71.1585,2,67.77,4.761904762,3.3885,6.5
1,0,1,4,59.59,4,11.918,250.278,1,238.36,4.761904762,11.918,9.8
0,1,1,0,58.15,4,11.63,244.23,1,232.6,4.761904762,11.63,8.4
0,0,0,3,97.48,9,43.866,921.186,0,877.32,4.761904762,43.866,7.4
